Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,1st_Ph_GC,5,Mgmt,daytime,2nd_Edu,122.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,117.5,Yes,No,Yes,No,Female,No,22,No,0,5,12,2,11.5,0,0,5,12,0,0.0,0,12.7,3.7,-1.7,1
Single,1st_Ph_GC,5,Tourism,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",127.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,10,6,11.666666666666666,0,0,6,10,4,12.25,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,139.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",125.5,No,No,No,Yes,Female,Yes,21,No,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,0
Single,2nd_phase_GC,6,Journalism_Communic,daytime,2nd_Edu,138.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Specialists in Intellectual and Scientific Activities,140.5,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,13.0,0,0,6,9,6,13.714285714285714,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,129.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120.8,Yes,No,No,Yes,Female,Yes,20,No,0,8,8,7,12.744285714285716,0,0,8,8,7,12.744285714285716,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Cleaning workers,Protection and security services personnel,95.0,No,No,No,Yes,Female,No,20,No,0,5,10,4,11.75,0,0,5,8,5,11.8,0,11.1,0.6,2.02,0
Single,2nd_phase_GC,1,Social_Serv_eve_AA,evening,2nd_Edu,125.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",122.2,Yes,No,Yes,Yes,Female,No,19,No,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,2,Communic_Des,daytime,2nd_Edu,137.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,127.2,Yes,No,No,Yes,Female,Yes,20,No,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,123.0,Portuguese,Unknown,Basic_Edu_2nd_Cyc_or_Eq,Student,"Skilled Workers in Industry, Construction and Craftsmen",120.2,Yes,No,No,Yes,Female,No,20,No,0,6,9,5,11.8,0,0,6,10,4,11.5,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,3,Nursing,daytime,2nd_Edu,154.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Administrative staff,Unskilled Workers,134.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,13.533333333333331,0,0,7,7,6,13.533333333333331,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Tourism,daytime,2nd_Edu,144.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,142.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,14.166666666666666,0,0,6,10,4,14.0,0,15.5,2.8,-4.06,0
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,153.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,147.9,No,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.652857142857142,0,0,8,9,8,14.755555555555556,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,152.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,Unskilled Workers,160.4,Yes,No,No,No,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,150.0,Ukrainian,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,134.6,No,No,No,Yes,Male,No,20,Yes,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,1,Tourism,daytime,2nd_Edu,129.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",121.0,No,No,No,Yes,Female,Yes,22,No,0,6,9,6,12.833333333333334,0,0,6,6,4,13.25,0,16.2,0.3,-0.92,0
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,150.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,142.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14.666666666666666,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,0
Single,2nd_phase_GC,2,Journalism_Communic,daytime,2nd_Edu,125.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,115.6,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,130.0,No,No,No,No,Female,Yes,20,No,0,6,10,5,13.4,0,0,6,9,5,11.4,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,2,Nursing,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",124.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",137.9,Yes,No,Yes,No,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,1
Single,1st_Ph_GC,6,Journalism_Communic,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,100.0,Yes,No,Yes,No,Female,No,20,No,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,2,Journalism_Communic,daytime,2nd_Edu,132.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Bachelors_Degree,Unskilled Workers,Intermediate Level Technicians and Professions,128.2,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,0
Single,1st_Ph_SC_Madeira_Island,4,Social_Serv,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,121.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,133.1,Portuguese,Unknown,Basic_Edu_2nd_Cyc_or_Eq,Student,Administrative staff,147.0,No,No,No,Yes,Female,No,22,No,0,5,6,2,12.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,168.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,149.5,No,No,No,Yes,Female,No,18,No,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,143.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,144.4,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,13.5,0,0,6,6,6,13.0,0,10.8,1.4,1.74,0
Single,2nd_phase_GC,2,Tourism,daytime,2nd_Edu,116.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",116.0,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,12.714285714285714,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,0
Single,change_of_Crs,1,Nursing,daytime,2nd_Edu,134.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,120.7,No,No,No,Yes,Female,Yes,19,No,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,0
Single,tech_Spc_diploma,1,Social_Serv,daytime,Techno_Spc_Crs,140.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Student,141.8,No,No,No,Yes,Female,No,21,No,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,2,Social_Serv_eve_AA,evening,2nd_Edu,133.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119.7,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,6,Social_Serv,daytime,2nd_Edu,125.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff,118.4,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,0
Married,>23y.o,1,Veterinary_Nursing,daytime,2nd_Edu,133.1,Portuguese,Can_read_W/o_having_4th_yr_of_Sch,Can_read_W/o_having_4th_yr_of_Sch,Blank,"Personal Services, Security and Safety Workers and Sellers",128.2,No,No,No,No,Female,Yes,28,No,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,1
Married,change_of_Crs,1,Nursing,daytime,2nd_Edu,137.0,Portuguese,Degree,Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,115.0,No,No,No,Yes,Female,No,28,No,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,0
Single,change_of_Crs,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,134.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,Administrative staff,120.7,No,No,Yes,No,Female,No,19,No,0,6,13,3,10.666666666666666,0,0,6,6,4,12.25,0,15.5,2.8,-4.06,1
Single,1st_Ph_GC,5,Nursing,daytime,2nd_Edu,139.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",130.5,Yes,No,No,Yes,Female,No,19,No,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,0
Single,change_of_Crs,1,Journalism_Communic,daytime,2nd_Edu,132.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,125.0,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,123.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Other Situation,127.2,No,No,Yes,No,Male,No,20,No,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,1
Single,>23y.o,1,Veterinary_Nursing,daytime,degree_1st_cyc,130.0,Portuguese,Degree,Bachelors_Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,160.0,Yes,No,No,Yes,Female,No,27,No,0,6,7,6,16.142857142857142,0,0,6,7,6,14.666666666666666,0,13.9,-0.3,0.79,0
Single,change_of_Inst/Crs,1,Veterinary_Nursing,daytime,2nd_Edu,125.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Administrative staff,120.0,No,No,No,Yes,Female,No,22,No,0,6,8,6,14.833333333333334,0,0,6,10,5,13.833333333333334,0,11.1,0.6,2.02,0
Single,1st_Ph_GC,3,Nursing,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,141.5,Yes,No,Yes,No,Female,No,19,No,0,8,8,7,13.327142857142857,0,0,8,8,7,13.327142857142857,0,10.8,1.4,1.74,1
Single,2nd_phase_GC,1,Social_Serv,daytime,2nd_Edu,111.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,111.4,Yes,No,No,No,Female,No,19,No,0,6,13,4,11.0,0,0,6,13,2,11.5,0,12.7,3.7,-1.7,1
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,150.0,Portuguese,Degree,Degree,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",154.6,Yes,No,No,Yes,Female,No,19,No,6,12,13,12,12.333333333333334,0,4,11,12,10,12.727272727272728,0,8.9,1.4,3.51,1
Single,3rd_Ph_GC,4,Basic_Edu,daytime,2nd_Edu,118.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",111.4,Yes,No,Yes,No,Female,No,20,No,0,7,9,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,1
Married,change_of_Crs,1,Mgmt_evening_eve_AA,evening,2nd_Edu,150.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120.1,No,No,No,No,Female,No,39,No,11,15,15,12,11.916666666666666,0,8,13,14,8,11.25,0,10.8,1.4,1.74,1
Married,>23y.o,2,Social_Serv_eve_AA,evening,Basic_Edu_3rd_Cyc_or_Eq,100.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",100.0,No,No,Yes,Yes,Female,No,37,No,0,6,9,6,11.833333333333334,0,0,6,7,6,11.0,0,7.6,2.6,0.32,0
Married,>23y.o,1,Nursing,daytime,degree,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,No,No,Yes,No,Female,No,30,No,3,7,11,3,12.333333333333334,0,3,7,9,3,11.666666666666666,0,13.9,-0.3,0.79,1
Married,change_of_Crs,1,Mgmt_evening_eve_AA,evening,degree,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,130.0,No,No,No,Yes,Female,No,41,No,5,10,11,10,14.3,0,5,10,10,10,14.2,0,12.7,3.7,-1.7,0
Divorced,>23y.o,1,Nursing,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",100.0,No,No,No,No,Female,No,40,No,0,8,11,5,11.832,4,0,8,11,5,11.832,4,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,112.0,Portuguese,12th_Year_of_Sch_NC,Technic_Pro_Crs,Administrative staff,Intermediate Level Technicians and Professions,106.1,No,No,No,Yes,Female,No,20,No,0,5,13,2,10.0,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12,1
Married,1st_Ph_GC,1,Mgmt_evening_eve_AA,evening,2nd_Edu,144.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,151.4,No,No,No,Yes,Female,No,28,No,0,5,5,5,12.0,0,0,5,6,5,11.6,0,7.6,2.6,0.32,0
Single,3rd_Ph_GC,2,Basic_Edu,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Administrative staff,113.7,Yes,No,Yes,No,Female,No,19,No,0,7,11,5,12.2,0,0,7,13,0,0.0,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,121.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,116.5,Yes,No,No,Yes,Female,No,23,No,0,5,7,3,11.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,1
Single,holders_of_other_higher_Crs,1,Social_Serv_eve_AA,evening,masters,120.0,Portuguese,Bachelors_Degree,Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,120.0,No,No,No,Yes,Female,No,18,No,10,16,24,13,13.846153846153848,0,7,11,15,9,12.555555555555555,0,15.5,2.8,-4.06,1
Single,>23y.o,1,Nursing,daytime,2nd_Edu,100.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,122.0,No,No,No,Yes,Female,No,24,No,0,8,8,7,12.412857142857144,0,0,8,8,7,12.412857142857144,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,2,Nursing,daytime,2nd_Edu,123.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.8,Yes,No,No,Yes,Female,No,19,No,0,8,11,7,12.545714285714286,0,0,8,11,7,12.545714285714286,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,134.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Armed Forces Professions,141.4,Yes,No,No,Yes,Female,No,19,No,0,6,12,3,13.0,0,0,6,13,2,14.0,0,9.4,-0.8,-3.12,1
Single,>23y.o,1,Agronomy,daytime,2nd_Edu,123.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,110.0,No,No,Yes,No,Female,No,48,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,1
Married,change_of_Crs,1,Mgmt_evening_eve_AA,evening,bachelors_degree,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,120.0,No,No,No,No,Female,No,38,No,9,12,12,9,12.22222222222222,2,9,12,12,9,13.0,0,9.4,-0.8,-3.12,1
Single,2nd_phase_GC,1,Mgmt,daytime,2nd_Edu,131.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",120.2,No,No,No,Yes,Female,No,19,No,0,5,10,5,13.285714285714286,0,0,5,8,5,13.0,0,12.7,3.7,-1.7,0
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,Other/11th_yr_of_Sch,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Administrative staff,138.4,No,No,No,Yes,Male,No,30,No,0,5,7,3,11.666666666666666,0,0,5,8,1,11.0,0,7.6,2.6,0.32,1
Single,tech_Spc_diploma,1,Agronomy,daytime,Techno_Spc_Crs,150.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,150.0,No,No,No,Yes,Male,Yes,24,No,0,6,9,6,13.555555555555555,0,0,6,7,6,12.666666666666666,0,13.9,-0.3,0.79,0
Single,2nd_phase_GC,5,Journalism_Communic,daytime,2nd_Edu,134.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",121.8,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,16.2,0.3,-0.92,0
Single,1st_Ph_GC,1,Tourism,daytime,2nd_Edu,117.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",116.3,Yes,No,No,Yes,Male,Yes,21,No,0,6,6,6,11.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,2,Mgmt_evening_eve_AA,evening,2nd_Edu,143.0,Portuguese,Doctorate,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,131.5,No,No,No,Yes,Male,No,19,No,0,5,11,4,11.0,0,0,5,8,4,12.25,0,15.5,2.8,-4.06,1
Single,2nd_phase_GC,1,Communic_Des,daytime,2nd_Edu,132.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",138.0,No,No,No,Yes,Male,Yes,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,12.0,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,4,Informatics_Engin,daytime,2nd_Edu,138.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,127.5,Yes,No,No,Yes,Male,No,19,No,0,5,6,5,14.6,0,0,5,5,5,15.2,0,8.9,1.4,3.51,1
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,131.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,127.0,No,No,No,Yes,Male,Yes,19,No,0,8,8,7,12.514285714285714,0,0,8,8,7,12.514285714285714,0,12.7,3.7,-1.7,0
Facto Union,>23y.o,1,Mgmt,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",114.0,No,No,No,No,Male,No,29,No,0,5,5,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,1
Single,2nd_phase_GC,1,Informatics_Engin,daytime,2nd_Edu,116.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Other Situation,"Personal Services, Security and Safety Workers and Sellers",116.7,Yes,No,No,Yes,Male,No,21,No,0,5,10,1,10.0,0,0,5,8,3,13.666666666666666,3,7.6,2.6,0.32,1
Single,1st_Ph_GC,3,Journalism_Communic,daytime,2nd_Edu,123.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",125.1,Yes,No,Yes,Yes,Male,Yes,18,No,0,6,6,6,14.333333333333334,0,0,6,6,6,15.333333333333334,0,11.1,0.6,2.02,0
Single,2nd_phase_GC,1,Tourism,daytime,2nd_Edu,133.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,137.2,No,No,No,Yes,Male,Yes,20,No,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,1
Single,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",111.4,No,No,No,Yes,Male,No,27,No,0,5,7,1,11.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,1
